8539.644879 1.000463  0.000739   0.80   0.34  1.21 14.71    44.08    40.00
8539.645542 1.001232  0.000739   0.23   0.34  1.21 14.93    44.69    40.00
8539.646212 1.000089  0.000739  -1.38   0.20  1.21 15.05    44.97    40.00
8539.646865 1.000256  0.000732  -0.84   0.35  1.20 14.09    45.32    40.00
8539.647535 1.000478  0.000732  -0.07  -0.69  1.20 15.27    45.88    40.00
8539.648226 0.999123  0.000731   0.53   0.19  1.20 14.61    45.99    40.00
8539.648894 0.999788  0.000732  -2.07  -0.25  1.20 15.29    46.12    40.00
8539.649541 1.000700  0.000732  -2.15   0.87  1.20 14.81    46.09    40.00
8539.650230 1.000532  0.000725   0.38   0.23  1.19 14.42    46.43    40.00
8539.650900 1.000857  0.000726  -0.16  -0.23  1.19 14.47    46.67    40.00
8539.651568 1.001641  0.000726  -0.06   1.79  1.19 13.49    46.79    40.00
8539.652229 0.998898  0.000724   0.34   1.10  1.19 14.53    46.98    40.00
8539.652895 1.000688  0.000725   0.66  -2.64  1.19 13.85    46.97    40.00
8539.653569 1.002625  0.000719   1.39  -2.29  1.18 14.82    47.18    40.00
8539.654237 1.000447  0.000718  -0.52  -0.17  1.18 14.70    47.37    40.00
8539.654900 1.000325  0.000718   0.38   1.06  1.18 14.07    47.42    40.00
8539.655576 1.001018  0.000718  -1.78  -0.65  1.18 15.45    47.20    40.00
8539.656234 1.000865  0.000718  -1.19  -0.15  1.18 15.36    47.33    40.00
8539.656910 1.000276  0.000711   0.90   0.96  1.17 14.93    47.57    40.00
8539.657582 1.000473  0.000712   1.09  -0.38  1.17 15.93    47.54    40.00
8539.658248 1.001062  0.000712  -0.64  -0.88  1.17 14.96    47.49    40.00
8539.658918 1.001361  0.000711  -0.42  -2.20  1.17 14.33    47.32    40.00
8539.659589 1.000597  0.000711  -2.87  -1.06  1.17 14.73    47.67    40.00
8539.660232 1.001276  0.000711  -2.15  -1.57  1.17 14.11    47.79    40.00
8539.660928 1.001899  0.000705   2.60   0.64  1.16 14.51    47.74    40.00
8539.661592 1.001406  0.000704   1.88   0.22  1.16 14.15    48.00    40.00
8539.662262 1.002309  0.000705  -2.85  -2.16  1.16 14.66    47.84    40.00
8539.662933 1.001626  0.000704  -2.90  -1.73  1.16 14.12    47.90    40.00
8539.663600 1.001066  0.000704   0.43   0.01  1.16 14.61    47.66    40.00
8539.664268 1.001924  0.000704   1.24  -0.35  1.16 15.31    47.71    40.00
8539.664919 1.001207  0.000697  -0.52   0.68  1.15 14.91    47.96    40.00
8539.665612 1.001787  0.000697   0.47   0.33  1.15 15.82    47.76    40.00
8539.666277 1.000168  0.000696  -1.38  -1.30  1.15 15.30    47.92    40.00
8539.666944 1.001247  0.000697  -0.82  -0.45  1.15 14.63    47.91    40.00
8539.667615 1.002412  0.000698   0.25   0.30  1.15 14.17    47.95    40.00
8539.668283 1.001670  0.000697   0.09   0.53  1.15 14.97    47.99    40.00
8539.668947 1.000928  0.000696  -1.17   0.55  1.15 14.93    48.07    40.00
8539.669614 1.000964  0.000690  -0.08   0.45  1.14 15.35    48.00    40.00
8539.670281 1.000383  0.000689   0.20  -0.35  1.14 15.19    47.81    40.00
8539.670948 0.998974  0.000689   0.04   0.59  1.14 14.64    48.05    40.00
8539.671619 0.999629  0.000689   1.11   0.56  1.14 15.56    47.95    40.00
8539.672289 1.000205  0.000689   0.16   0.75  1.14 14.73    47.97    40.00
8539.672931 1.000187  0.000689   0.14   0.32  1.14 15.10    47.82    40.00
8539.673600 0.999481  0.000689   0.22   0.14  1.14 15.18    47.60    40.00
8539.674292 0.999608  0.000689   0.24   1.02  1.14 15.41    47.71    40.00
8539.674963 0.997931  0.000681   0.96   0.97  1.13 15.49    47.74    40.00
8539.675634 0.997523  0.000681   0.45  -1.20  1.13 15.73    47.98    40.00
8539.676302 0.997726  0.000681   0.43  -0.27  1.13 15.38    48.31    40.00
8539.676971 0.997150  0.000680  -0.88   2.30  1.13 14.70    48.21    40.00
8539.677635 0.997117  0.000681  -1.32   2.22  1.13 13.76    48.32    40.00
8539.678303 0.996024  0.000681   0.51  -1.21  1.13 15.31    48.43    40.00
8539.678976 0.996791  0.000680   0.21  -0.04  1.13 14.65    48.24    40.00
8539.679646 0.995594  0.000680  -0.91   0.53  1.13 14.52    48.39    40.00
8539.680316 0.995729  0.000680  -1.10   1.74  1.13 14.97    48.17    40.00
8539.680961 0.993265  0.000671   0.88  -0.75  1.12 15.25    48.31    40.00
8539.681631 0.993443  0.000672   0.78  -0.61  1.12 15.30    48.35    40.00
8539.682324 0.994398  0.000673   0.52   0.16  1.12 15.23    48.44    40.00
8539.682990 0.992819  0.000672  -0.46  -0.05  1.12 16.26    48.39    40.00
8539.683664 0.992889  0.000671  -0.88  -0.59  1.12 15.30    48.60    40.00
8539.684342 0.991711  0.000671  -0.96   0.71  1.12 15.80    48.63    40.00
8539.685003 0.993213  0.000672  -0.25   0.50  1.12 15.66    48.37    40.00
8539.685665 0.990864  0.000671   0.85   0.53  1.12 15.59    48.56    40.00
8539.686336 0.992039  0.000671   0.23   1.08  1.12 14.55    48.72    40.00
8539.687002 0.992917  0.000672  -0.52  -0.80  1.12 14.42    48.76    40.00
8539.687675 0.991393  0.000671  -0.69  -0.58  1.12 14.72    48.68    40.00
8539.688341 0.992956  0.000672  -0.48   0.03  1.12 13.70    48.67    40.00
8539.689007 0.991005  0.000667   0.31   0.73  1.11 15.29    48.93    40.00
8539.689654 0.989716  0.000665  -0.08   0.16  1.11 15.60    49.00    40.00
8539.690345 0.988686  0.000666   0.44   0.28  1.11 15.99    49.10    40.00
8539.690995 0.989193  0.000664  -3.70  -1.16  1.11 16.09    49.21    40.00
8539.691688 0.990971  0.000666  -2.46   0.16  1.11 14.74    49.36    40.00
8539.692361 0.989946  0.000665   1.17   1.41  1.11 15.50    49.47    40.00
8539.693025 0.989426  0.000665   1.54   2.06  1.11 16.66    49.38    40.00
8539.693697 0.989194  0.000664   1.05  -1.53  1.11 15.89    49.47    40.00
8539.694363 0.988580  0.000666   2.59  -0.21  1.11 17.63    49.56    40.00
8539.695031 0.990097  0.000665  -0.19   0.65  1.11 15.60    49.52    40.00
8539.695702 0.988644  0.000664   0.68  -0.00  1.11 16.18    49.38    40.00
8539.696371 0.989370  0.000665   1.03  -1.20  1.11 14.50    49.40    40.00
8539.697035 0.988598  0.000665   0.95  -0.39  1.11 16.27    49.07    40.00
8539.697708 0.989073  0.000664  -0.81  -1.91  1.11 15.71    48.92    40.00
8539.698377 0.988587  0.000664  -1.40  -1.23  1.11 15.94    48.78    40.00
8539.699051 0.988794  0.000663   0.53   1.12  1.11 16.19    48.79    40.00
8539.699716 0.989057  0.000657   0.51   1.61  1.10 14.26    48.83    40.00
8539.700390 0.989744  0.000657  -0.18   0.03  1.10 15.79    49.18    40.00
8539.701061 0.988023  0.000656   0.19  -0.67  1.10 16.22    48.77    40.00
8539.701728 0.987858  0.000656   0.18  -0.67  1.10 15.72    49.09    40.00
8539.702404 0.987681  0.000657   1.17  -0.29  1.10 15.35    48.76    40.00
8539.703070 0.987487  0.000657   0.04   1.10  1.10 15.51    48.91    40.00
8539.703736 0.987755  0.000657   0.41   0.47  1.10 16.48    48.84    40.00
8539.704381 0.988061  0.000657  -1.20  -2.09  1.10 16.46    48.54    40.00
8539.705069 0.988183  0.000657  -0.03  -2.38  1.10 16.75    48.68    40.00
8539.705743 0.989489  0.000658   0.45  -1.06  1.10 15.91    48.79    40.00
8539.706406 0.989089  0.000657   1.12  -0.62  1.10 15.25    48.97    40.00
8539.707075 0.988651  0.000660   1.00   2.25  1.10 16.02    49.42    40.00
8539.707745 0.985814  0.000662   1.50   1.58  1.10 18.64    49.82    40.00
8539.708393 0.987526  0.000660  -3.13   0.06  1.10 16.88    49.54    40.00
8539.709086 0.987915  0.000657  -0.69  -1.97  1.10 14.88    49.28    40.00
8539.709760 0.988168  0.000657   3.39  -2.06  1.10 14.92    49.38    40.00
8539.710410 0.987817  0.000656   3.13  -1.12  1.10 15.26    49.61    40.00
8539.711100 0.988859  0.000659  -2.58   1.72  1.10 15.49    49.33    40.00
8539.711774 0.987241  0.000656  -2.77   2.05  1.10 15.60    49.05    40.00
8539.712443 0.988450  0.000657   0.16   1.20  1.10 15.02    48.96    40.00
8539.713110 0.988677  0.000656   0.12   0.16  1.10 14.61    49.12    40.00
8539.713783 0.988321  0.000657   0.28   2.77  1.10 15.29    49.42    40.00
8539.714449 0.987829  0.000657  -0.14  -0.21  1.10 15.78    49.09    40.00
8539.715122 0.989931  0.000657  -0.76  -6.55  1.10 14.56    49.13    40.00
8539.715791 0.989883  0.000656  -1.33  -3.48  1.10 14.46    49.04    40.00
8539.716455 0.989017  0.000656  -0.28   2.87  1.10 14.99    48.92    40.00
8539.717132 0.989537  0.000656  -0.29   5.21  1.10 14.48    49.16    40.00
8539.717793 0.988457  0.000655  -0.12   2.54  1.10 15.12    49.01    40.00
8539.718465 0.988625  0.000655   0.84   2.84  1.10 14.56    48.84    40.00
8539.719232 0.989257  0.000655   0.82  -0.08  1.10 14.30    48.70    40.00
8539.719826 0.988383  0.000655   0.75  -0.71  1.10 14.17    48.76    40.00
8539.720472 0.988659  0.000656   0.32   0.59  1.10 14.73    48.63    40.00
8539.721138 0.987900  0.000655  -0.25   0.62  1.10 15.30    48.75    40.00
8539.721808 0.987736  0.000655  -0.20   0.09  1.10 15.57    48.91    40.00
8539.722476 0.987129  0.000656  -0.14  -0.48  1.10 15.68    49.04    40.00
8539.723141 0.988644  0.000655   0.13   0.38  1.10 14.31    48.75    40.00
8539.723790 0.988076  0.000656   0.01   1.22  1.10 15.12    48.60    40.00
8539.724480 0.987659  0.000658   0.39   0.42  1.10 16.55    48.48    40.00
8539.725151 0.986928  0.000657   0.69   0.56  1.10 15.86    48.74    40.00
8539.725841 0.987786  0.000656   0.32   0.21  1.10 16.63    48.73    40.00
8539.726491 0.987028  0.000656  -0.12   1.17  1.10 16.27    48.73    40.00
8539.727154 0.988390  0.000656   0.08   1.18  1.10 14.55    48.81    40.00
8539.727830 0.989542  0.000656   1.13   1.48  1.10 14.08    48.91    40.00
8539.728498 0.988677  0.000656   0.56  -0.41  1.10 15.38    48.92    40.00
8539.729174 0.987430  0.000655   1.03  -1.05  1.10 15.62    48.89    40.00
8539.729839 0.987478  0.000656   0.66  -0.41  1.10 15.24    48.89    40.00
8539.730489 0.984911  0.000661   0.00  -0.37  1.11 16.37    49.26    40.00
8539.731183 0.988179  0.000662   0.33  -0.35  1.11 15.24    49.18    40.00
8539.731850 0.987780  0.000662  -0.23  -0.03  1.11 15.84    49.18    40.00
8539.732525 0.987289  0.000661  -1.10  -1.19  1.11 15.74    49.40    40.00
8539.733186 0.987553  0.000661   0.10   0.52  1.11 15.24    49.35    40.00
8539.733855 0.987650  0.000661  -0.46   1.24  1.11 14.77    49.84    40.00
8539.734529 0.987752  0.000662  -0.19   1.04  1.11 15.08    49.69    40.00
8539.735200 0.986735  0.000662  -0.94   0.69  1.11 15.43    49.69    40.00
8539.735866 0.988109  0.000662  -0.25   1.05  1.11 15.29    49.77    40.00
8539.736543 0.988450  0.000662   1.23  -2.51  1.11 15.19    49.78    40.00
8539.737204 0.986986  0.000661   1.04  -2.38  1.11 15.78    49.59    40.00
8539.737887 0.986426  0.000660   1.72  -0.24  1.11 15.25    49.87    40.00
8539.738545 0.987731  0.000661   1.29   0.29  1.11 14.10    49.79    40.00
8539.739221 0.987422  0.000661  -1.70   0.78  1.11 15.47    50.30    40.00
8539.739888 0.987055  0.000661  -0.39   1.35  1.11 15.32    50.40    40.00
8539.740557 0.987098  0.000661  -0.84   1.12  1.11 15.06    50.50    40.00
8539.741236 0.986275  0.000660  -2.57  -0.97  1.11 14.90    50.29    40.00
8539.741899 0.987230  0.000668  -1.71  -0.57  1.12 16.44    50.49    40.00
8539.742571 0.986376  0.000667  -0.52   0.41  1.12 15.51    50.49    40.00
8539.743238 0.986783  0.000667   1.00   0.20  1.12 15.10    50.58    40.00
8539.743908 0.986978  0.000668   1.85   0.63  1.12 16.03    50.93    40.00
8539.744576 0.988446  0.000668   1.86   0.62  1.12 14.36    50.81    40.00
8539.745244 0.987955  0.000668  -0.37  -0.77  1.12 15.58    51.06    40.00
8539.745913 0.988269  0.000668   0.07  -0.68  1.12 15.03    51.07    40.00
8539.746585 0.988904  0.000668   0.69  -0.30  1.12 14.87    50.98    40.00
8539.747254 0.988133  0.000667   0.16   0.27  1.12 14.96    51.07    40.00
8539.747921 0.988302  0.000667  -1.58  -0.46  1.12 14.02    50.87    40.00
8539.748591 0.988960  0.000667  -1.05   0.00  1.12 14.32    50.90    40.00
8539.749260 0.987995  0.000673  -0.43   2.00  1.13 14.70    50.83    40.00
8539.749924 0.987628  0.000672  -1.40   1.69  1.13 14.64    51.08    40.00
8539.750597 0.989022  0.000673  -1.15  -0.86  1.13 14.36    50.62    40.00
8539.751257 0.989236  0.000673  -0.68  -1.20  1.13 14.62    50.84    40.00
8539.751925 0.988721  0.000673  -0.35   1.27  1.13 14.48    50.70    40.00
8539.752614 0.988497  0.000673   0.62   1.22  1.13 14.97    50.59    40.00
8539.753259 0.987077  0.000672   0.80   0.62  1.13 14.86    50.59    40.00
8539.753922 0.988601  0.000673   0.52   1.42  1.13 14.93    50.45    40.00
8539.754595 0.988340  0.000673  -0.97   0.73  1.13 14.22    50.54    40.00
8539.755262 0.988138  0.000679  -0.16   1.67  1.14 14.58    50.18    40.00
8539.755931 0.987786  0.000679   0.82   0.32  1.14 13.99    50.37    40.00
8539.756597 0.989134  0.000680   1.19   0.43  1.14 14.60    50.28    40.00
8539.757266 0.989408  0.000681   0.29   0.58  1.14 13.89    50.20    40.00
8539.757935 0.989310  0.000681   0.57   0.90  1.14 14.85    50.27    40.00
8539.758608 0.987839  0.000680   0.17   0.25  1.14 14.67    50.17    40.00
8539.759275 0.987247  0.000679   0.25  -0.30  1.14 14.86    50.27    40.00
8539.759940 0.988803  0.000680   0.04  -0.11  1.14 14.86    50.33    40.00
8539.760592 0.987411  0.000686   0.96   0.72  1.15 14.90    50.49    40.00
8539.761284 0.987754  0.000686   1.05   1.48  1.15 14.73    50.55    40.00
8539.761952 0.989071  0.000687   0.79   0.85  1.15 15.13    50.75    40.00
8539.762601 0.988926  0.000687  -0.28  -0.24  1.15 14.10    50.67    40.00
8539.763290 0.988907  0.000687  -0.68  -0.14  1.15 15.02    50.85    40.00
8539.763963 0.987590  0.000686  -0.21   1.06  1.15 14.61    50.79    40.00
8539.764617 0.987898  0.000686  -0.07   0.63  1.15 14.58    50.87    40.00
8539.765307 0.988343  0.000694  -0.07   0.34  1.16 15.37    50.86    40.00
8539.765977 0.987573  0.000693  -0.23   0.20  1.16 14.45    50.77    40.00
8539.766623 0.988330  0.000694   0.73  -0.35  1.16 14.73    50.64    40.00
8539.767314 0.988519  0.000694   0.55   0.33  1.16 14.68    50.65    40.00
8539.767987 0.987289  0.000693  -1.55  -0.14  1.16 14.68    50.54    40.00
8539.768656 0.987675  0.000693  -1.52  -0.07  1.16 14.72    50.30    40.00
8539.769326 0.988440  0.000701  -0.57  -0.50  1.17 14.47    50.45    40.00
8539.769995 0.988088  0.000700  -1.39   0.23  1.17 13.52    50.31    40.00
8539.770658 0.987902  0.000700  -0.09   0.35  1.17 14.84    50.52    40.00
8539.771331 0.988346  0.000701   0.17   0.62  1.17 14.93    50.61    40.00
8539.772000 0.987384  0.000701   0.29  -0.26  1.17 15.61    50.83    40.00
8539.772675 0.987906  0.000701  -0.12   0.15  1.17 14.84    51.11    40.00
8539.773343 0.989044  0.000709   0.45  -0.11  1.18 15.04    51.29    40.00
8539.774011 0.987546  0.000708   0.63   0.68  1.18 14.72    51.46    40.00
8539.774681 0.988700  0.000708   0.20   0.04  1.18 14.97    51.70    40.00
8539.775352 0.988934  0.000709  -0.38   0.07  1.18 15.18    51.57    40.00
8539.776057 0.988438  0.000708   0.43  -0.13  1.18 15.05    51.66    40.00
8539.776694 0.988119  0.000715  -0.02   0.81  1.19 13.85    51.68    40.00
8539.777356 0.988507  0.000716   0.55   0.11  1.19 14.72    51.79    40.00
8539.778026 0.989351  0.000716   0.74  -0.06  1.19 14.51    52.21    40.00
8539.778692 0.988151  0.000715   0.73   0.45  1.19 13.84    52.00    40.00
8539.779361 0.988498  0.000715   0.67   0.07  1.19 14.04    52.00    40.00
8539.780008 0.988316  0.000723  -0.82  -1.75  1.20 15.80    52.01    40.00
8539.780675 0.987001  0.000723  -2.28  -1.69  1.20 15.29    52.21    40.00
8539.781348 0.988619  0.000724  -1.36  -0.23  1.20 15.44    52.18    40.00
8539.782038 0.989748  0.000724  -1.50  -0.93  1.20 14.10    52.53    40.00
8539.782715 0.989757  0.000723  -0.08  -0.95  1.20 12.03    52.09    40.00
8539.783384 0.991082  0.000731   0.33  -0.46  1.21 11.91    52.17    40.00
8539.784055 0.990043  0.000731  -0.01   1.56  1.21 13.35    52.20    40.00
8539.784728 0.988739  0.000730   0.88   1.99  1.21 15.36    52.05    40.00
8539.785368 0.989338  0.000731  -0.14   0.76  1.21 14.05    52.58    40.00
8539.786063 0.989650  0.000738  -0.74   2.25  1.22 14.33    52.74    40.00
8539.786730 0.989522  0.000738  -0.73  -0.76  1.22 14.60    52.68    40.00
8539.787396 0.989707  0.000738  -1.10  -1.38  1.22 13.00    52.48    40.00
8539.788095 0.989557  0.000739   0.10  -0.89  1.22 14.15    52.95    40.00
8539.788736 0.987154  0.000745  -0.83   0.22  1.23 16.11    52.87    40.00
8539.789404 0.988281  0.000745  -2.09   0.81  1.23 15.08    52.94    40.00
8539.790075 0.988446  0.000745  -1.50   2.66  1.23 15.02    53.06    40.00
8539.790745 0.987069  0.000744   0.95   1.86  1.23 14.76    53.11    40.00
8539.791411 0.988956  0.000753   1.42   2.45  1.24 14.42    53.23    40.00
8539.792060 0.990124  0.000754   0.13  -0.41  1.24 14.53    53.24    40.00
8539.792747 0.989431  0.000753  -0.01  -0.10  1.24 14.21    53.45    40.00
8539.793411 0.987871  0.000753   0.47   1.00  1.24 15.14    53.76    40.00
8539.794080 0.986911  0.000759  -0.45  -0.12  1.25 15.21    53.77    40.00
8539.794757 0.988556  0.000761  -1.37   0.73  1.25 15.26    54.02    40.00
8539.795424 0.988312  0.000761  -1.78  -0.24  1.25 15.88    54.55    40.00
8539.796138 0.988289  0.000768  -0.23  -1.14  1.26 15.13    54.71    40.00
8539.796886 0.989514  0.000769   1.92   0.54  1.26 14.49    55.09    40.00
8539.797569 0.987330  0.000767   2.23  -0.63  1.26 15.52    55.20    40.00
8539.798235 0.988735  0.000768  -1.97  -0.05  1.26 14.39    55.09    40.00
8539.798915 0.989824  0.000777  -0.89  -1.18  1.27 15.03    55.45    40.00
8539.799570 0.988792  0.000776   1.49   0.40  1.27 14.79    55.61    40.00
8539.800239 0.988393  0.000776   1.79   0.43  1.27 15.37    55.80    40.00
8539.800906 0.990381  0.000785  -0.31   1.33  1.28 14.99    56.09    40.00
8539.801578 0.988427  0.000783  -0.51   1.03  1.28 14.50    56.22    40.00
8539.802249 0.988888  0.000783   0.28  -1.78  1.28 14.74    56.11    40.00
8539.802917 0.989388  0.000792   0.16  -0.61  1.29 14.67    56.38    40.00
8539.803587 0.987443  0.000790  -0.21   1.14  1.29 14.81    56.20    40.00
8539.804257 0.987861  0.000790   0.57   0.49  1.29 14.87    56.34    40.00
8539.804929 0.988350  0.000799   1.08   0.49  1.30 15.13    56.56    40.00
8539.805596 0.989708  0.000800   1.03   0.23  1.30 15.20    57.01    40.00
8539.806260 0.988754  0.000799   0.11  -1.35  1.30 15.38    57.12    40.00
8539.806924 0.989129  0.000807  -0.42  -0.80  1.31 14.28    57.23    40.00
8539.807594 0.988631  0.000808  -0.57   1.21  1.31 16.18    57.52    40.00
8539.808266 0.989784  0.000808  -0.20   0.82  1.31 14.76    57.81    40.00
8539.808936 0.991368  0.000817   1.79   0.03  1.32 14.05    58.08    40.00
8539.809611 0.990899  0.000817   1.87  -1.81  1.32 14.83    58.15    40.00
8539.810279 0.989572  0.000816  -0.32  -0.48  1.32 14.36    58.42    40.00
8539.810946 0.989080  0.000824  -0.01  -0.65  1.33 14.74    58.17    40.00
8539.811615 0.990182  0.000824   0.96  -1.32  1.33 15.23    58.38    40.00
8539.812283 0.988773  0.000823   1.66  -0.61  1.33 14.82    58.76    40.00
8539.812956 0.989490  0.000832  -1.96   2.19  1.34 14.55    58.74    40.00
8539.813625 0.988917  0.000832  -1.58   1.28  1.34 15.08    59.03    40.00
8539.814295 0.988063  0.000839  -2.58  -3.09  1.35 14.70    59.31    40.00
8539.814967 0.990054  0.000841  -1.99  -2.74  1.35 15.27    59.43    40.00
8539.815635 0.992421  0.000843  -1.13   3.28  1.35 14.22    59.42    40.00
8539.816306 0.990177  0.000849  -1.24   2.52  1.36 15.48    59.37    40.00
8539.816977 0.989922  0.000849   0.61  -1.88  1.36 15.46    59.52    40.00
8539.817640 0.988929  0.000856   0.87  -1.42  1.37 14.57    59.50    40.00
8539.818310 0.990146  0.000857  -0.70   2.55  1.37 14.40    59.94    40.00
8539.818980 0.991757  0.000859  -1.37   2.40  1.37 14.93    60.15    40.00
8539.819648 0.990728  0.000867   0.74  -0.69  1.38 14.64    60.19    40.00
8539.820315 0.990306  0.000867   1.30  -1.01  1.38 15.03    60.25    40.00
8539.820984 0.988752  0.000873  -0.49  -1.06  1.39 15.39    60.60    40.00
8539.821654 0.989766  0.000874   1.63  -1.92  1.39 14.81    61.04    40.00
8539.822322 0.989712  0.000883   0.72  -0.25  1.40 15.17    60.74    40.00
8539.822989 0.989478  0.000882  -0.56   0.99  1.40 14.06    60.93    40.00
8539.823633 0.991694  0.000885  -2.87   0.28  1.40 14.70    61.11    40.00
8539.824339 0.990041  0.000892  -3.11  -0.53  1.41 14.54    61.12    40.00
8539.825009 0.992103  0.000894  -1.50  -0.53  1.41 14.16    61.23    40.00
8539.825668 0.988712  0.000900  -0.56  -0.41  1.42 15.50    61.57    40.00
8539.826336 0.989150  0.000900  -0.34   0.09  1.42 14.79    62.04    40.00
8539.827007 0.989052  0.000909  -1.86   0.42  1.43 15.53    62.25    40.00
8539.827677 0.992407  0.000912  -2.42   1.42  1.43 13.95    62.52    40.00
8539.828342 0.992055  0.000921  -1.21   0.61  1.44 14.62    62.68    40.00
8539.829008 0.991002  0.000920  -0.94  -0.04  1.44 14.72    62.91    40.00
8539.829678 0.992885  0.000930  -1.02  -1.81  1.45 14.42    63.23    40.00
8539.830354 0.991618  0.000929  -0.15  -0.84  1.45 14.63    63.34    40.00
8539.831020 0.993313  0.000939   1.01   0.62  1.46 14.23    63.48    40.00
8539.831690 0.992535  0.000939   1.28   0.49  1.46 13.96    63.85    40.00
8539.832356 0.991678  0.000947  -1.04  -0.76  1.47 13.92    63.92    40.00
8539.832998 0.993240  0.000948   0.78  -1.27  1.47 13.71    64.04    40.00
8539.833694 0.991692  0.000956   0.55   0.81  1.48 13.50    64.30    40.00
8539.834363 0.992897  0.000967  -0.01   0.71  1.49 14.71    64.72    40.00
8539.835034 0.991667  0.000966   0.07   1.18  1.49 14.86    65.06    40.00
8539.835704 0.992902  0.000976   0.76   0.50  1.50 14.83    65.45    40.00
8539.836369 0.992502  0.000977  -0.29  -0.25  1.50 15.79    65.88    40.00
8539.837041 0.995313  0.000988   1.48  -1.04  1.51 14.87    66.42    40.00
