#time			flux		fluxerr		x			bg		roll		contam			bg			smear
2314.98140214 1.00017452 0.00032608 0.68673076 0.00001524 270.06102114 -0.16694564 0.04461670 0.00146855
2314.98209687 1.00000384 0.00032605 -0.13242745 0.00001542 265.57159865 0.00667087 0.05450439 0.00101312
2314.98279159 1.00008348 0.00032607 0.10813978 0.00001524 261.13380600 -0.00582208 -0.01455688 0.00101498
2314.98348631 1.00010745 0.00032607 0.10579321 0.00001553 256.76522301 -0.05717942 0.04461670 0.00117477
2314.98418104 1.00066459 0.00032616 0.10198628 0.00001517 252.48319127 0.04856867 0.00515747 0.00086325
2314.98487577 0.99971534 0.00032601 0.09940589 0.00001529 248.30078738 -0.21967625 0.04461670 0.00179328
2314.98557050 0.99970776 0.00032601 -0.02703978 0.00001531 244.22076103 -0.07345880 -0.01455688 0.00125431
2314.98626523 0.99943032 0.00032596 0.17643807 0.00001529 240.24442219 -0.04965325 0.04461670 0.00109762
2314.98695994 0.99910502 0.00032591 -0.11096211 0.00001533 236.37315360 -0.09387417 0.00515747 0.00133138
2314.98765467 0.99993179 0.00032604 -0.29901357 0.00001540 232.60813554 -0.01280059 -0.03424072 0.00099102
2314.98834940 1.00022888 0.00032609 -0.43574790 0.00001519 228.94991022 -0.15651455 0.00515747 0.00157922
2314.98904413 1.00011724 0.00032607 -0.07200961 0.00001528 225.39379257 0.03992395 -0.01455688 0.00085887
2314.98973885 0.99942466 0.00032596 -0.17680322 0.00001532 221.93321059 -0.12482581 0.00515747 0.00137382
2314.99043357 1.00036739 0.00032611 0.56319541 0.00001525 218.56141521 -0.09718502 0.00515747 0.00130607
2314.99112830 0.99964080 0.00032599 0.18614238 0.00001544 215.27182712 -0.02758334 -0.01455688 0.00113170
2314.99182303 1.00002505 0.00032606 0.25649321 0.00001534 212.05775753 -0.13330117 0.02487183 0.00138461
2314.99251776 1.00060300 0.00032615 0.46419310 0.00001506 208.91135355 -0.09835827 -0.01455688 0.00122144
2314.99321248 1.00015771 0.00032608 0.59481612 0.00001512 205.82374678 0.00357712 -0.01455688 0.00088163
2314.99390721 0.99982149 0.00032602 0.71316943 0.00001533 202.78586710 -0.09687879 -0.00473022 0.00131654
2314.99460193 1.00090953 0.00032620 0.53189409 0.00001558 199.78880617 -0.24539369 0.00515747 0.00181974
2314.99529666 0.99920089 0.00032592 0.49520766 0.00001577 196.82359862 -0.00833224 0.01501465 0.00100328
2314.99599139 0.99982972 0.00032603 0.53829335 0.00001593 193.88153717 -0.02584172 0.04461670 0.00104383
2314.99668611 1.00054222 0.00032614 0.49132928 0.00001551 190.95452352 -0.09341324 0.02487183 0.00117917
2314.99738084 1.00021563 0.00032609 -0.03020822 0.00001576 188.03439372 -0.14226275 -0.03424072 0.00141230
2314.99807557 0.99968526 0.00032600 -0.37725159 0.00001565 185.11313112 -0.19666542 -0.00473022 0.00167874
2314.99877030 0.99931313 0.00032594 -0.14734665 0.00001564 182.18266530 -0.10655968 0.02487183 0.00135929
2314.99946501 0.99994180 0.00032604 -0.13597339 0.00001560 179.23492185 0.04848317 0.05450439 0.00075484
2315.00015974 1.00027154 0.00032610 0.16784561 0.00001610 176.26131309 -0.10519118 -0.03424072 0.00124857
2315.00085447 0.99966399 0.00032600 -0.09132295 0.00001611 173.25327291 -0.03572042 0.00515747 0.00101509
2315.00154920 0.99949863 0.00032597 -0.45158271 0.00001666 170.20217961 -0.09760856 0.01501465 0.00124979
2315.00224393 0.99963162 0.00032599 -0.43097752 0.00001668 167.09941752 -0.07009396 -0.01455688 0.00123822
2315.00293864 0.99968495 0.00032600 0.09122651 0.00001826 163.93645124 -0.19712556 -0.03424072 0.00162891
2315.00363337 0.99986656 0.00032603 0.04302483 0.00002821 160.70522950 -0.06275997 0.01501465 0.00117895
2315.00432810 1.00025363 0.00032609 0.31555516 0.00003205 157.39844125 -0.17131488 0.07427979 0.00164632
2315.00502283 0.99975881 0.00032601 0.10995596 0.00003495 154.00873884 -0.07479261 0.06439209 0.00118884
