# time-2457000 flux       flux_err  
1492.19284169 1.00407934 0.00096858
1492.19423059 1.00296021 0.00096845
1492.19561950 1.00368583 0.00096872
1492.19700840 1.00435233 0.00096897
1492.19839731 1.00221956 0.00096806
1492.19978622 1.00194073 0.00096799
1492.20117512 1.00281346 0.00096789
1492.20256403 1.00288069 0.00096769
1492.20395294 1.00315392 0.00096846
1492.20534184 1.00316167 0.00096855
1492.20673075 1.00379193 0.00096861
1492.20811965 1.00265181 0.00096820
1492.20950856 1.00409365 0.00096905
1492.21089747 1.00222194 0.00096790
1492.21228637 1.00169539 0.00096800
1492.21367528 1.00283325 0.00096831
1492.21506419 1.00374222 0.00096818
1492.21645309 1.00402677 0.00096865
1492.21784200 1.00392199 0.00096825
1492.21923090 1.00287259 0.00096849
1492.22061981 1.00242853 0.00096809
1492.22200872 1.00399840 0.00096865
1492.22339762 1.00297630 0.00096832
1492.22478653 1.00461054 0.00096867
1492.22617543 1.00234962 0.00096890
1492.22756434 1.00259197 0.00096759
1492.22895325 1.00374365 0.00096864
1492.23034215 1.00148320 0.00096744
1492.23173106 1.00363970 0.00096832
1492.23311997 1.00279903 0.00096812
1492.23450887 1.00218570 0.00096824
1492.23589778 1.00288236 0.00096835
1492.23728669 1.00339389 0.00096827
1492.23867559 1.00368023 0.00096864
1492.24006450 1.00455999 0.00096923
1492.24145340 1.00161970 0.00096790
1492.24284231 1.00273228 0.00096846
1492.24423122 1.00379741 0.00096923
1492.24562012 1.00402367 0.00096847
1492.24700903 1.00337160 0.00096868
1492.24839793 1.00352073 0.00096910
1492.24978684 1.00262439 0.00096829
1492.25117575 1.00417340 0.00096898
1492.25256465 1.00227964 0.00096842
1492.25395356 1.00387931 0.00096880
1492.25534247 1.00356400 0.00096830
1492.25673137 1.00251567 0.00096824
1492.25812028 1.00477779 0.00096900
1492.25950918 1.00136983 0.00096771
1492.26089809 1.00307393 0.00096832
1492.26228700 1.00264621 0.00096824
1492.26367590 1.00351346 0.00096844
1492.26506481 1.00270331 0.00096830
1492.26645372 1.00405455 0.00096891
1492.26784262 1.00376189 0.00096865
1492.26923153 1.00309074 0.00096850
1492.27062043 1.00293005 0.00096905
1492.27200934 1.00388944 0.00096839
1492.27339825 1.00237501 0.00096829
1492.27478715 1.00423551 0.00096871
1492.27617606 1.00265300 0.00096855
1492.27756496 1.00114584 0.00096831
1492.27895387 1.00183892 0.00096778
1492.28034278 1.00264227 0.00096804
1492.28173168 1.00495803 0.00096961
1492.28312059 1.00375283 0.00096862
1492.28450949 1.00274611 0.00096822
1492.28589840 1.00211322 0.00096798
1492.28728731 1.00201035 0.00096782
1492.28867621 1.00377321 0.00096854
1492.29006512 1.00213635 0.00096856
1492.29145403 1.00383949 0.00096838
1492.29284293 1.00296390 0.00096795
1492.29423184 1.00411415 0.00096945
1492.29562074 1.00383520 0.00096839
1492.29700965 1.00422025 0.00096866
1492.29839856 1.00234509 0.00096805
1492.29978746 1.00275755 0.00096816
1492.30117637 1.00454724 0.00096870
1492.30256527 1.00296259 0.00096818
1492.30395418 1.00446832 0.00096869
1492.30534309 1.00365448 0.00096803
1492.30673199 1.00268316 0.00096832
1492.30812090 1.00280702 0.00096800
1492.30950981 1.00358796 0.00096836
1492.31089871 1.00364661 0.00096916
1492.31228762 1.00288475 0.00096803
1492.31367652 1.00440454 0.00096872
1492.31506543 1.00417864 0.00096905
1492.31645434 1.00242341 0.00096812
1492.31784324 1.00341082 0.00096833
1492.31923215 1.00169039 0.00096819
1492.32062105 1.00391340 0.00096860
1492.32200996 1.00279140 0.00096804
1492.32339887 1.00205493 0.00096767
1492.32478777 1.00321138 0.00096839
1492.32617668 1.00248504 0.00096803
1492.32756558 1.00384545 0.00096806
1492.32895449 1.00347567 0.00096873
1492.33034340 1.00203800 0.00096913
1492.33173230 1.00383019 0.00096840
